Start,Finish,Name of conflict,Belligerents,,Part of,War link,Wider conflict link
1898,1899,"Federal Revolution of
1899",Liberal Party,Conservative Party,,https://en.wikipedia.org/wiki/Federal_Revolution_of_1899,https://en.wikipedia.org/wiki/Federal_Revolution_of_1899
1898,1899,Second Samoan Civil War,Samoa,Mata'afans,,https://en.wikipedia.org/wiki/Second_Samoan_Civil_War,
1898,1898,1898 Baloch uprising,British Empire,"Rebels under Mir Baloch
Khan and Mir Mehrab
Khan Nausherwani",,https://en.wikipedia.org/wiki/1898_Baloch_uprising,
1898,1900,Voulet-Chanoine Mission,France,Rabih az-Zubayr's Empire,,https://en.wikipedia.org/wiki/Voulet-Chanoine_Mission,
1899,1901,Rabih War,"France
Kingdom of Baguirmi",Rabih's empire,,https://en.wikipedia.org/wiki/Battle_of_Kouss%C3%A9ri,
1899,1902,"(See Battle of Maroua–
Miskin)","German Empire
German Kamerun",Adamawa Emirate,,https://en.wikipedia.org/wiki/Battle_of_Maroua%E2%80%93Miskin,https://en.wikipedia.org/wiki/Battle_of_Maroua%E2%80%93Miskin
1899,1901,Boxer Rebellion,"Eight-Nation Alliance
Empire of Japan
Russian Empire
British Empire
France
United States
German Empire
Kingdom of Italy
Austria-Hungary","Righteous Harmony
Society
China",,https://en.wikipedia.org/wiki/Boxer_Rebellion,
,,,"Netherlands
Belgium
Spain",,,,
1899,1902,Second Boer War,"British Empire
Cape Colony
Natal Colony
British India
Australia
Canada
New Zealand","Orange Free State
South African
Republic
Foreign volunteers",,https://en.wikipedia.org/wiki/Second_Boer_War,
1899,1902,Thousand Days' War,"Colombian
Conservative Party","Colombian Liberal
Party",,https://en.wikipedia.org/wiki/Thousand_Days'_War,
1899,"1902
(Malvar
surrender)
1913
(Irreconcilables
active)",Philippine–American War,"United States
Philippine
Constabulary
Philippine Scouts","First Philippine
Republic
Katipunan
Pulajanes
Sultanate of Sulu
Moro people",,https://en.wikipedia.org/wiki/Philippine%E2%80%93American_War,
1899,1903,Acre War,"Brazil
Republic of Acre",Bolivia,,https://en.wikipedia.org/wiki/Acre_War,
