Start,Finish,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link,Wikipedia pageviews (2025 - 2026)
1893,1893,Conquest of the Bornu\nEmpire,Rabih az-Zubayr's Empire,Bornu Empire,,https://en.wikipedia.org/wiki/Rabih_az-Zubayr#Conquest_of_Borno_(1893),https://en.wikipedia.org/wiki/Rabih_az-Zubayr#Conquest_of_Borno_(1893),50518.0
1893,1894,First Melillan campaign,Spain,Morocco,,https://en.wikipedia.org/wiki/First_Melillan_campaign,,20546.0
1893,1894,First Matabele War,British South Africa\nCompany\nTswana,Ndebele (Matabele)\nkingdom,,https://en.wikipedia.org/wiki/First_Matabele_War,,80588.0
1893,1894,Revolta da Armada,Brazil,Brazilian navy mutineers,,https://en.wikipedia.org/wiki/Revolta_da_Armada,,19503.0
1893,1895,Federalist Revolution,Brazil,Federalist Rebels\nNational Party,,https://en.wikipedia.org/wiki/Federalist_Revolution,,25731.0
1894,1895,Peruvian civil war of 1894–\n1895,Rebels,Government of Peru,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1894%E2%80%931895,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1894%E2%80%931895,959.0
,,,,,,,,
1894,1894,Malaboch War,South African\nRepublic,Bahananwa people,,https://en.wikipedia.org/wiki/Malaboch_War,,6514.0
1894,1894,1894 Sasun rebellion,Ottoman Empire,Armenian rebels,,https://en.wikipedia.org/wiki/1894_Sasun_rebellion,,14392.0
1894,1894,Revolution of the 44,Salvadoran Rebels,Salvadoran\nGovernment,,https://en.wikipedia.org/wiki/Revolution_of_the_44,,6492.0
1894,1894,Donghak Peasant\nRevolution,Joseon dynasty\nEmpire of Japan,Donghak army,,https://en.wikipedia.org/wiki/Donghak_Peasant_Revolution,https://en.wikipedia.org/wiki/Donghak_Peasant_Revolution,69467.0
1894,1895,First Sino-Japanese War,Empire of Japan,Qing Empire,,https://en.wikipedia.org/wiki/First_Sino-Japanese_War,,744684.0
1894,1895,Second Madagascar\nexpedition,France,Merina Kingdom,,https://en.wikipedia.org/wiki/Second_Madagascar_expedition,https://en.wikipedia.org/wiki/Second_Madagascar_expedition,22810.0
1894,1897,Jandamarra Guerilla War,British Empire,Australian aborigines,,https://en.wikipedia.org/wiki/Jandamarra,,23593.0
1894,1900,Mat Salleh Rebellion,British Empire,Malay rebels,,https://en.wikipedia.org/wiki/Mat_Salleh_Rebellion,,34013.0
1895,1895,Japanese invasion of\nTaiwan (1895),Empire of Japan,Republic of Formosa\nVarious militia forces,,https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1895),https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1895),67741.0
1895,1896,Dungan revolt (1895–96),China,Muslim rebels,,https://en.wikipedia.org/wiki/Dungan_revolt_(1895%E2%80%9396),,2671.0
1895,1896,Zeitun Rebellion (1895–\n96),Armenian rebels,Ottoman Empire,,https://en.wikipedia.org/wiki/Zeitun_Rebellion_(1895%E2%80%9396),https://en.wikipedia.org/wiki/Zeitun_Rebellion_(1895%E2%80%9396),1866.0
1895,1897,Menalamba rebellion,France,Menalamba rebels,,https://en.wikipedia.org/wiki/Menalamba_rebellion,,13725.0
1895,1896,Fourth Anglo-Ashanti War,United Kingdom,Ashanti Empire,,https://en.wikipedia.org/wiki/Anglo-Ashanti_wars#Fourth_Anglo-Ashanti_War_(1895%E2%80%931896),,124327.0
1895,1896,First Italo-Ethiopian War,Ethiopia,Kingdom of Italy,,https://en.wikipedia.org/wiki/First_Italo-Ethiopian_War,,211941.0
1895,1898,Cuban War of\nIndependence,Cuban rebels\nUnited States,Kingdom of Spain,,https://en.wikipedia.org/wiki/Cuban_War_of_Independence,https://en.wikipedia.org/wiki/Cuban_War_of_Independence,211836.0
1896,1897,1896–1897 Greek\nMacedonian rebellion,Ottoman Empire,Rebels,,https://en.wikipedia.org/wiki/1896%E2%80%931897_Greek_Macedonian_rebellion,https://en.wikipedia.org/wiki/1896%E2%80%931897_Greek_Macedonian_rebellion,1418.0
1896,1896,Defense of Van (1896),Ottoman Empire,Armenian rebels,,https://en.wikipedia.org/wiki/Defense_of_Van_(1896),,7472.0
1896,1896,Khaua-Mbandjeru\nRebellion,German Empire,Mbandjeru\nKhaua Mbandjeru,,https://en.wikipedia.org/wiki/Khaua-Mbandjeru_Rebellion,https://en.wikipedia.org/wiki/Khaua-Mbandjeru_Rebellion,1022.0
1896,1896,Anglo-Zanzibar War\nThe shortest war in\nhistory,British Empire,Zanzibar,,https://en.wikipedia.org/wiki/Anglo-Zanzibar_War,,502454.0
1896,1897,War of Canudos,Brazil,Canudos inhabitants,,https://en.wikipedia.org/wiki/War_of_Canudos,,105715.0
1896,1897,Langeberg Rebellion,Cape Colony,Batlhaping rebels,,https://en.wikipedia.org/wiki/Langeberg_Rebellion_(1896%E2%80%9397),,4047.0
1896,1897,Batetela Rebellion,Congo Free State,Tetela rebels,,https://en.wikipedia.org/wiki/Batetela_Rebellion,,2584.0
1896,1897,Second Matabele War,British South Africa\nCompany,Ndebele (Matabele)\npeople\nShona (Mashona) people,,https://en.wikipedia.org/wiki/Second_Matabele_War,,88505.0
1896,1898,Philippine Revolution,Katipunan\nSovereign Tagalog\nNation\nFirst Philippine\nRepublic\nUnited States,Kingdom of Spain,,https://en.wikipedia.org/wiki/Philippine_Revolution,,330477.0
,,,,,,,,
1897,1897,Greco-Turkish War (1897)\nThe Thirty Days' War,Ottoman Empire,Kingdom of Greece,,https://en.wikipedia.org/wiki/Greco-Turkish_War_(1897),,143805.0
1897,1897,Intentona de Yauco,Spain,Puerto Rican Rebels,,https://en.wikipedia.org/wiki/Intentona_de_Yauco,,14384.0
1897,1897,Benin Expedition of 1897,British Empire,Kingdom of Benin,,https://en.wikipedia.org/wiki/Benin_Expedition_of_1897,,106406.0
1897,1898,The Great Frontier Revolt\nMalakand Uprising\nWaziristan Expedition\nTirah Campaign\nMohmand Revolt,United Kingdom,Pashtun tribes of\nAfghanistan,,https://en.wikipedia.org/wiki/Siege_of_Malakand,https://en.wikipedia.org/wiki/Tochi_Expedition,37191.0
1898,1898,1898 Baloch uprising,,,,https://en.wikipedia.org/wiki/1898_Baloch_uprising,,5198.0
1898,1898,Andijan uprising of 1898,Russian Empire,Kokand Khanate Loyalists,,https://en.wikipedia.org/wiki/Andijan_uprising_of_1898,,8431.0
1898,1898,Spanish–American War,United States\nCuba\nFirst Philippine\nRepublic\nKatipunan,Kingdom of Spain,,https://en.wikipedia.org/wiki/Spanish%E2%80%93American_War,,1773813.0
1898,1898,Negros Revolution,Katipunan\nNegrense\nRevolutionaries,Kingdom of Spain,,https://en.wikipedia.org/wiki/Negros_Revolution,,23034.0
1898,1899,Federal Revolution of\n1899,Liberal Party,Conservative Party,,https://en.wikipedia.org/wiki/Federal_Revolution_of_1899,https://en.wikipedia.org/wiki/Federal_Revolution_of_1899,2045.0
1898,1899,Second Samoan Civil War,Samoa,Mata'afans,,https://en.wikipedia.org/wiki/Second_Samoan_Civil_War,,50888.0
1898,1898,1898 Baloch uprising,British Empire,Rebels under Mir Baloch\nKhan and Mir Mehrab\nKhan Nausherwani,,https://en.wikipedia.org/wiki/1898_Baloch_uprising,,5198.0
1898,1900,Voulet-Chanoine Mission,France,Rabih az-Zubayr's Empire,,https://en.wikipedia.org/wiki/Voulet-Chanoine_Mission,,1293.0
1899,1901,Rabih War,France\nKingdom of Baguirmi,Rabih's empire,,https://en.wikipedia.org/wiki/Battle_of_Kouss%C3%A9ri,,19242.0
1899,1902,(See Battle of Maroua–\nMiskin),German Empire\nGerman Kamerun,Adamawa Emirate,,https://en.wikipedia.org/wiki/Battle_of_Maroua%E2%80%93Miskin,https://en.wikipedia.org/wiki/Battle_of_Maroua%E2%80%93Miskin,1337.0
1899,1901,Boxer Rebellion,Eight-Nation Alliance\nEmpire of Japan\nRussian Empire\nBritish Empire\nFrance\nUnited States\nGerman Empire\nKingdom of Italy\nAustria-Hungary,Righteous Harmony\nSociety\nChina,,https://en.wikipedia.org/wiki/Boxer_Rebellion,,1567198.0
,,,Netherlands\nBelgium\nSpain,,,,,
1899,1902,Second Boer War,British Empire\nCape Colony\nNatal Colony\nBritish India\nAustralia\nCanada\nNew Zealand,Orange Free State\nSouth African\nRepublic\nForeign volunteers,,https://en.wikipedia.org/wiki/Second_Boer_War,,1989012.0
1899,1902,Thousand Days' War,Colombian\nConservative Party,Colombian Liberal\nParty,,https://en.wikipedia.org/wiki/Thousand_Days'_War,,129035.0
1899,"1902
(Malvar
surrender)
1913
(Irreconcilables
active)",Philippine–American War,United States\nPhilippine\nConstabulary\nPhilippine Scouts,First Philippine\nRepublic\nKatipunan\nPulajanes\nSultanate of Sulu\nMoro people,,https://en.wikipedia.org/wiki/Philippine%E2%80%93American_War,,995375.0
1899,1903,Acre War,Brazil\nRepublic of Acre,Bolivia,,https://en.wikipedia.org/wiki/Acre_War,,43739.0
